country,year,sex,age,suicide_no,population,suicides_per_100k,HDI_for_year,gdp_for_year,gdp_per_capita,generation
Spain,1992,male,25-34 years,338,3155200,10.71,0.772,6.29202E+11,17005,Boomers
Spain,1992,male,35-54 years,490,4623700,10.6,0.772,6.29202E+11,17005,Boomers
Spain,1992,female,75+ years,151,1432300,10.54,0.772,6.29202E+11,17005,G.I. Generation
Spain,1992,male,15-24 years,225,3331200,6.75,0.772,6.29202E+11,17005,Generation X
Spain,1992,female,55-74 years,263,4048900,6.5,0.772,6.29202E+11,17005,Silent
Spain,1992,female,35-54 years,157,4685500,3.35,0.772,6.29202E+11,17005,Boomers
Spain,1992,female,25-34 years,66,3104800,2.13,0.772,6.29202E+11,17005,Boomers
Spain,1992,female,15-24 years,42,3175900,1.32,0.772,6.29202E+11,17005,Generation X
Spain,1992,male,5-14 years,6,2647400,0.23,0.772,6.29202E+11,17005,Millenials
Spain,1992,female,5-14 years,3,2488400,0.12,0.772,6.29202E+11,17005,Millenials
Spain,1993,male,75+ years,366,838900,43.63,0.782,5.23649E+11,14106,G.I. Generation
Spain,1993,male,55-74 years,690,3563100,19.37,0.782,5.23649E+11,14106,Silent
Spain,1993,male,35-54 years,588,4692900,12.53,0.782,5.23649E+11,14106,Boomers
Spain,1993,male,25-34 years,377,3122600,12.07,0.782,5.23649E+11,14106,Boomers
Spain,1993,female,75+ years,144,1469100,9.8,0.782,5.23649E+11,14106,G.I. Generation
Spain,1993,male,15-24 years,246,3354900,7.33,0.782,5.23649E+11,14106,Generation X
Spain,1993,female,55-74 years,295,4089500,7.21,0.782,5.23649E+11,14106,Silent
Spain,1993,female,35-54 years,168,4741500,3.54,0.782,5.23649E+11,14106,Boomers
Spain,1993,female,25-34 years,92,3057000,3.01,0.782,5.23649E+11,14106,Boomers
Spain,1993,female,15-24 years,53,3210400,1.65,0.782,5.23649E+11,14106,Generation X
Spain,1993,male,5-14 years,16,2554000,0.63,0.782,5.23649E+11,14106,Millenials
Spain,1993,female,5-14 years,2,2428200,0.08,0.782,5.23649E+11,14106,Millenials
Spain,1994,male,75+ years,381,857200,44.45,0.791,5.29122E+11,14223,G.I. Generation
Spain,1994,male,55-74 years,739,3579300,20.65,0.791,5.29122E+11,14223,Silent
Spain,1994,male,25-34 years,418,3161200,13.22,0.791,5.29122E+11,14223,Boomers
Spain,1994,male,35-54 years,628,4783200,13.13,0.791,5.29122E+11,14223,Boomers
Spain,1994,female,75+ years,150,1502900,9.98,0.791,5.29122E+11,14223,G.I. Generation
Spain,1994,male,15-24 years,253,3334000,7.59,0.791,5.29122E+11,14223,Generation X
Spain,1994,female,55-74 years,286,4103900,6.97,0.791,5.29122E+11,14223,Silent
Spain,1994,female,35-54 years,168,4829500,3.48,0.791,5.29122E+11,14223,Boomers
Spain,1994,female,25-34 years,80,3089200,2.59,0.791,5.29122E+11,14223,Boomers
Spain,1994,female,15-24 years,56,3190200,1.76,0.791,5.29122E+11,14223,Generation X
Spain,1994,male,5-14 years,10,2447200,0.41,0.791,5.29122E+11,14223,Millenials
Spain,1994,female,5-14 years,2,2325300,0.09,0.791,5.29122E+11,14223,Millenials
Spain,1995,male,75+ years,397,880700,45.08,0.8,6.1294E+11,16444,G.I. Generation
Spain,1995,male,55-74 years,718,3583900,20.03,0.8,6.1294E+11,16444,Silent
Spain,1995,male,25-34 years,398,3196300,12.45,0.8,6.1294E+11,16444,Generation X
Spain,1995,male,35-54 years,600,4882200,12.29,0.8,6.1294E+11,16444,Boomers
Spain,1995,female,75+ years,158,1541300,10.25,0.8,6.1294E+11,16444,G.I. Generation
Spain,1995,male,15-24 years,287,3297800,8.7,0.8,6.1294E+11,16444,Generation X
Spain,1995,female,55-74 years,273,4106700,6.65,0.8,6.1294E+11,16444,Silent
Spain,1995,female,35-54 years,183,4928000,3.71,0.8,6.1294E+11,16444,Boomers
Spain,1995,female,25-34 years,69,3118000,2.21,0.8,6.1294E+11,16444,Generation X
Spain,1995,female,15-24 years,65,3156100,2.06,0.8,6.1294E+11,16444,Generation X
Spain,1995,male,5-14 years,8,2351100,0.34,0.8,6.1294E+11,16444,Millenials
Spain,1995,female,5-14 years,1,2233200,0.04,0.8,6.1294E+11,16444,Millenials
Spain,1996,male,75+ years,403,909200,44.32,0.806,6.40998E+11,17166,G.I. Generation
Spain,1996,male,55-74 years,716,3585800,19.97,0.806,6.40998E+11,17166,Silent
Spain,1996,male,35-54 years,643,4980500,12.91,0.806,6.40998E+11,17166,Boomers
Spain,1996,male,25-34 years,406,3228500,12.58,0.806,6.40998E+11,17166,Generation X
Spain,1996,female,75+ years,161,1585000,10.16,0.806,6.40998E+11,17166,G.I. Generation
Spain,1996,male,15-24 years,278,3245600,8.57,0.806,6.40998E+11,17166,Generation X
Spain,1996,female,55-74 years,298,4106800,7.26,0.806,6.40998E+11,17166,Silent
Spain,1996,female,35-54 years,222,5026000,4.42,0.806,6.40998E+11,17166,Boomers
Spain,1996,female,25-34 years,110,3144900,3.5,0.806,6.40998E+11,17166,Generation X
Spain,1996,female,15-24 years,70,3106900,2.25,0.806,6.40998E+11,17166,Generation X
Spain,1996,female,5-14 years,8,2153000,0.37,0.806,6.40998E+11,17166,Millenials
Spain,1996,male,5-14 years,5,2269000,0.22,0.806,6.40998E+11,17166,Millenials
Spain,1997,male,75+ years,464,942200,49.25,0.81,5.88692E+11,15738,G.I. Generation
Spain,1997,male,55-74 years,702,3593200,19.54,0.81,5.88692E+11,15738,Silent
Spain,1997,male,35-54 years,673,5072000,13.27,0.81,5.88692E+11,15738,Boomers
Spain,1997,male,25-34 years,421,3257100,12.93,0.81,5.88692E+11,15738,Generation X
Spain,1997,female,75+ years,186,1633100,11.39,0.81,5.88692E+11,15738,G.I. Generation
Spain,1997,male,15-24 years,257,3177500,8.09,0.81,5.88692E+11,15738,Generation X
Spain,1997,female,55-74 years,292,4112300,7.1,0.81,5.88692E+11,15738,Silent
Spain,1997,female,35-54 years,207,5117000,4.05,0.81,5.88692E+11,15738,Boomers
Spain,1997,female,25-34 years,87,3169000,2.75,0.81,5.88692E+11,15738,Generation X
Spain,1997,female,15-24 years,70,3042300,2.3,0.81,5.88692E+11,15738,Generation X
Spain,1997,male,5-14 years,9,2202500,0.41,0.81,5.88692E+11,15738,Millenials
Spain,1997,female,5-14 years,5,2086800,0.24,0.81,5.88692E+11,15738,Millenials
Spain,1998,male,75+ years,451,977600,46.13,0.814,6.17042E+11,16473,G.I. Generation
Spain,1998,male,55-74 years,702,3602900,19.48,0.814,6.17042E+11,16473,Silent
Spain,1998,male,25-34 years,443,3282800,13.49,0.814,6.17042E+11,16473,Generation X
Spain,1998,male,35-54 years,650,5160800,12.59,0.814,6.17042E+11,16473,Boomers
Spain,1998,female,75+ years,155,1683900,9.2,0.814,6.17042E+11,16473,G.I. Generation
Spain,1998,male,15-24 years,249,3095400,8.04,0.814,6.17042E+11,16473,Generation X
Spain,1998,female,55-74 years,257,4120800,6.24,0.814,6.17042E+11,16473,Silent
Spain,1998,female,35-54 years,203,5204500,3.9,0.814,6.17042E+11,16473,Boomers
Spain,1998,female,25-34 years,99,3190600,3.1,0.814,6.17042E+11,16473,Generation X
Spain,1998,female,15-24 years,44,2963300,1.48,0.814,6.17042E+11,16473,Generation X
Spain,1998,female,5-14 years,4,2030500,0.2,0.814,6.17042E+11,16473,Millenials
Spain,1998,male,5-14 years,4,2145800,0.19,0.814,6.17042E+11,16473,Millenials
Spain,1999,male,75+ years,453,1030780,43.95,0.819,6.33194E+11,16756,G.I. Generation
Spain,1999,male,55-74 years,681,3645758,18.68,0.819,6.33194E+11,16756,Silent
Spain,1999,male,35-54 years,689,5278476,13.05,0.819,6.33194E+11,16756,Boomers
Spain,1999,male,25-34 years,368,3349113,10.99,0.819,6.33194E+11,16756,Generation X
Spain,1999,female,75+ years,171,1752702,9.76,0.819,6.33194E+11,16756,G.I. Generation
Spain,1999,female,55-74 years,309,4152474,7.44,0.819,6.33194E+11,16756,Silent
Spain,1999,male,15-24 years,218,3024035,7.21,0.819,6.33194E+11,16756,Generation X
Spain,1999,female,35-54 years,204,5320218,3.83,0.819,6.33194E+11,16756,Boomers
Spain,1999,female,15-24 years,61,2890218,2.11,0.819,6.33194E+11,16756,Generation X
Spain,1999,female,25-34 years,64,3242804,1.97,0.819,6.33194E+11,16756,Generation X
Spain,1999,male,5-14 years,2,2109838,0.09,0.819,6.33194E+11,16756,Millenials
Spain,1999,female,5-14 years,0,1992855,0,0.819,6.33194E+11,16756,Millenials
Spain,2000,male,75+ years,488,1085540,44.95,0.825,5.95403E+11,15538,G.I. Generation
Spain,2000,male,55-74 years,710,3711409,19.13,0.825,5.95403E+11,15538,Silent
Spain,2000,male,35-54 years,742,5461859,13.59,0.825,5.95403E+11,15538,Boomers
Spain,2000,male,25-34 years,400,3377214,11.84,0.825,5.95403E+11,15538,Generation X
Spain,2000,female,75+ years,165,1821548,9.06,0.825,5.95403E+11,15538,G.I. Generation
Spain,2000,male,15-24 years,229,2984879,7.67,0.825,5.95403E+11,15538,Generation X
Spain,2000,female,55-74 years,285,4176546,6.82,0.825,5.95403E+11,15538,Silent
Spain,2000,female,35-54 years,216,5498932,3.93,0.825,5.95403E+11,15538,Boomers
Spain,2000,female,25-34 years,107,3274904,3.27,0.825,5.95403E+11,15538,Generation X
Spain,2000,female,15-24 years,43,2846326,1.51,0.825,5.95403E+11,15538,Generation X
Spain,2000,male,5-14 years,6,2096540,0.29,0.825,5.95403E+11,15538,Millenials
Spain,2000,female,5-14 years,3,1984299,0.15,0.825,5.95403E+11,15538,Millenials
Spain,2001,male,75+ years,462,1126029,41.03,0.828,6.25976E+11,16169,Silent
Spain,2001,male,55-74 years,658,3750171,17.55,0.828,6.25976E+11,16169,Silent
Spain,2001,male,35-54 years,702,5607814,12.52,0.828,6.25976E+11,16169,Boomers
Spain,2001,male,25-34 years,407,3456947,11.77,0.828,6.25976E+11,16169,Generation X
Spain,2001,female,75+ years,160,1873657,8.54,0.828,6.25976E+11,16169,Silent
Spain,2001,male,15-24 years,194,2913033,6.66,0.828,6.25976E+11,16169,Millenials
Spain,2001,female,55-74 years,228,4211088,5.41,0.828,6.25976E+11,16169,Silent
Spain,2001,female,35-54 years,234,5635311,4.15,0.828,6.25976E+11,16169,Boomers
Spain,2001,female,25-34 years,93,3333937,2.79,0.828,6.25976E+11,16169,Generation X
Spain,2001,female,15-24 years,40,2774641,1.44,0.828,6.25976E+11,16169,Millenials
Spain,2001,male,5-14 years,7,2070400,0.34,0.828,6.25976E+11,16169,Millenials
Spain,2001,female,5-14 years,4,1960476,0.2,0.828,6.25976E+11,16169,Millenials
Spain,2002,male,75+ years,498,1171341,42.52,0.83,7.05146E+11,17924,Silent
Spain,2002,male,55-74 years,688,3804296,18.08,0.83,7.05146E+11,17924,Silent
Spain,2002,male,35-54 years,752,5784305,13,0.83,7.05146E+11,17924,Boomers
Spain,2002,male,25-34 years,414,3566812,11.61,0.83,7.05146E+11,17924,Generation X
Spain,2002,female,75+ years,154,1934508,7.96,0.83,7.05146E+11,17924,Silent
Spain,2002,male,15-24 years,196,2855801,6.86,0.83,7.05146E+11,17924,Millenials
Spain,2002,female,55-74 years,268,4260724,6.29,0.83,7.05146E+11,17924,Silent
Spain,2002,female,35-54 years,245,5794565,4.23,0.83,7.05146E+11,17924,Boomers
Spain,2002,female,25-34 years,103,3417162,3.01,0.83,7.05146E+11,17924,Generation X
Spain,2002,female,15-24 years,46,2719911,1.69,0.83,7.05146E+11,17924,Millenials
Spain,2002,male,5-14 years,7,2069866,0.34,0.83,7.05146E+11,17924,Millenials
Spain,2002,female,5-14 years,1,1961320,0.05,0.83,7.05146E+11,17924,Millenials
Spain,2003,male,75+ years,523,1219166,42.9,0.833,9.06853E+11,22701,Silent
Spain,2003,male,55-74 years,676,3855429,17.53,0.833,9.06853E+11,22701,Silent
Spain,2003,male,35-54 years,799,5955985,13.42,0.833,9.06853E+11,22701,Boomers
Spain,2003,male,25-34 years,459,3667417,12.52,0.833,9.06853E+11,22701,Generation X
Spain,2003,female,75+ years,162,1997884,8.11,0.833,9.06853E+11,22701,Silent
Spain,2003,male,15-24 years,191,2795116,6.83,0.833,9.06853E+11,22701,Millenials
Spain,2003,female,55-74 years,250,4309104,5.8,0.833,9.06853E+11,22701,Silent
Spain,2003,female,35-54 years,266,5948492,4.47,0.833,9.06853E+11,22701,Boomers
Spain,2003,female,25-34 years,93,3492577,2.66,0.833,9.06853E+11,22701,Generation X
Spain,2003,female,15-24 years,56,2663400,2.1,0.833,9.06853E+11,22701,Millenials
Spain,2003,male,5-14 years,2,2075819,0.1,0.833,9.06853E+11,22701,Millenials
Spain,2003,female,5-14 years,1,1967167,0.05,0.833,9.06853E+11,22701,Millenials
Spain,2004,male,75+ years,498,1269270,39.24,0.837,1.06956E+12,26372,Silent
Spain,2004,male,55-74 years,659,3906640,16.87,0.837,1.06956E+12,26372,Silent
Spain,2004,male,35-54 years,887,6135485,14.46,0.837,1.06956E+12,26372,Boomers
Spain,2004,male,25-34 years,421,3758199,11.2,0.837,1.06956E+12,26372,Generation X
Spain,2004,female,75+ years,183,2064141,8.87,0.837,1.06956E+12,26372,Silent
Spain,2004,male,15-24 years,175,2735115,6.4,0.837,1.06956E+12,26372,Millenials
Spain,2004,female,55-74 years,261,4356779,5.99,0.837,1.06956E+12,26372,Silent
Spain,2004,female,35-54 years,267,6105697,4.37,0.837,1.06956E+12,26372,Boomers
Spain,2004,female,25-34 years,89,3558696,2.5,0.837,1.06956E+12,26372,Generation X
Spain,2004,female,15-24 years,56,2605983,2.15,0.837,1.06956E+12,26372,Millenials
Spain,2004,male,5-14 years,11,2084465,0.53,0.837,1.06956E+12,26372,Millenials
Spain,2004,female,5-14 years,1,1975353,0.05,0.837,1.06956E+12,26372,Millenials
Spain,2005,male,75+ years,508,1321048,38.45,0.844,1.15728E+12,28092,Silent
Spain,2005,male,55-74 years,663,3959581,16.74,0.844,1.15728E+12,28092,Silent
Spain,2005,male,35-54 years,829,6325167,13.11,0.844,1.15728E+12,28092,Boomers
Spain,2005,male,25-34 years,402,3844965,10.46,0.844,1.15728E+12,28092,Generation X
Spain,2005,female,75+ years,166,2131394,7.79,0.844,1.15728E+12,28092,Silent
Spain,2005,female,55-74 years,277,4405181,6.29,0.844,1.15728E+12,28092,Silent
Spain,2005,male,15-24 years,164,2683966,6.11,0.844,1.15728E+12,28092,Millenials
Spain,2005,female,35-54 years,228,6266642,3.64,0.844,1.15728E+12,28092,Boomers
Spain,2005,female,25-34 years,117,3615897,3.24,0.844,1.15728E+12,28092,Generation X
Spain,2005,female,15-24 years,38,2553272,1.49,0.844,1.15728E+12,28092,Millenials
Spain,2005,male,5-14 years,4,2099387,0.19,0.844,1.15728E+12,28092,Millenials
Spain,2005,female,5-14 years,3,1988979,0.15,0.844,1.15728E+12,28092,Millenials
Spain,2006,male,75+ years,491,1374287,35.73,0.848,1.26455E+12,30246,Silent
Spain,2006,male,55-74 years,676,4010241,16.86,0.848,1.26455E+12,30246,Silent
Spain,2006,male,35-54 years,822,6515790,12.62,0.848,1.26455E+12,30246,Boomers
Spain,2006,male,25-34 years,368,3903848,9.43,0.848,1.26455E+12,30246,Generation X
Spain,2006,female,75+ years,144,2199499,6.55,0.848,1.26455E+12,30246,Silent
Spain,2006,male,15-24 years,153,2635454,5.81,0.848,1.26455E+12,30246,Millenials
Spain,2006,female,55-74 years,217,4450959,4.88,0.848,1.26455E+12,30246,Silent
Spain,2006,female,35-54 years,245,6427029,3.81,0.848,1.26455E+12,30246,Boomers
Spain,2006,female,25-34 years,87,3653351,2.38,0.848,1.26455E+12,30246,Generation X
Spain,2006,female,15-24 years,39,2504340,1.56,0.848,1.26455E+12,30246,Millenials
Spain,2006,female,5-14 years,3,2011294,0.15,0.848,1.26455E+12,30246,Millenials
Spain,2006,male,5-14 years,2,2122756,0.09,0.848,1.26455E+12,30246,Millenials
Spain,2007,male,75+ years,536,1424885,37.62,0.853,1.47934E+12,34769,Silent
Spain,2007,male,55-74 years,633,4065846,15.57,0.853,1.47934E+12,34769,Silent
Spain,2007,male,35-54 years,841,6733333,12.49,0.853,1.47934E+12,34769,Boomers
Spain,2007,male,25-34 years,332,3962434,8.38,0.853,1.47934E+12,34769,Generation X
Spain,2007,female,75+ years,146,2265062,6.45,0.853,1.47934E+12,34769,Silent
Spain,2007,female,55-74 years,248,4502070,5.51,0.853,1.47934E+12,34769,Silent
Spain,2007,male,15-24 years,114,2609810,4.37,0.853,1.47934E+12,34769,Millenials
Spain,2007,female,35-54 years,275,6607654,4.16,0.853,1.47934E+12,34769,Boomers
Spain,2007,female,25-34 years,97,3690155,2.63,0.853,1.47934E+12,34769,Generation X
Spain,2007,female,15-24 years,30,2477304,1.21,0.853,1.47934E+12,34769,Millenials
Spain,2007,male,5-14 years,7,2161485,0.32,0.853,1.47934E+12,34769,Generation Z
Spain,2007,female,5-14 years,5,2047289,0.24,0.853,1.47934E+12,34769,Generation Z
Spain,2008,male,75+ years,484,1470360,32.92,0.856,1.63502E+12,37848,Silent
Spain,2008,male,55-74 years,701,4119213,17.02,0.856,1.63502E+12,37848,Silent
Spain,2008,male,35-54 years,972,6933625,14.02,0.856,1.63502E+12,37848,Boomers
Spain,2008,male,25-34 years,379,3966630,9.55,0.856,1.63502E+12,37848,Generation X
Spain,2008,female,75+ years,154,2324904,6.62,0.856,1.63502E+12,37848,Silent
Spain,2008,female,55-74 years,247,4552840,5.43,0.856,1.63502E+12,37848,Silent
Spain,2008,male,15-24 years,138,2581615,5.35,0.856,1.63502E+12,37848,Millenials
Spain,2008,female,35-54 years,261,6786588,3.85,0.856,1.63502E+12,37848,Boomers
Spain,2008,female,25-34 years,87,3705581,2.35,0.856,1.63502E+12,37848,Generation X
Spain,2008,female,15-24 years,30,2456366,1.22,0.856,1.63502E+12,37848,Millenials
Spain,2008,female,5-14 years,2,2092458,0.1,0.856,1.63502E+12,37848,Generation Z
Spain,2008,male,5-14 years,2,2209304,0.09,0.856,1.63502E+12,37848,Generation Z
Spain,2009,male,75+ years,517,1514292,34.14,0.858,1.4991E+12,34470,Silent
Spain,2009,male,55-74 years,714,4165673,17.14,0.858,1.4991E+12,34470,Silent
Spain,2009,male,35-54 years,945,7078821,13.35,0.858,1.4991E+12,34470,Boomers
Spain,2009,male,25-34 years,344,3882169,8.86,0.858,1.4991E+12,34470,Generation X
Spain,2009,female,75+ years,149,2382502,6.25,0.858,1.4991E+12,34470,Silent
Spain,2009,male,15-24 years,139,2527370,5.5,0.858,1.4991E+12,34470,Millenials
Spain,2009,female,55-74 years,227,4595765,4.94,0.858,1.4991E+12,34470,Silent
Spain,2009,female,35-54 years,274,6917215,3.96,0.858,1.4991E+12,34470,Boomers
Spain,2009,female,25-34 years,80,3645416,2.19,0.858,1.4991E+12,34470,Generation X
Spain,2009,female,15-24 years,32,2405171,1.33,0.858,1.4991E+12,34470,Millenials
Spain,2009,male,5-14 years,7,2247483,0.31,0.858,1.4991E+12,34470,Generation Z
Spain,2009,female,5-14 years,1,2128209,0.05,0.858,1.4991E+12,34470,Generation Z
Spain,2010,male,75+ years,488,1554056,31.4,0.865,1.43162E+12,32839,Silent
Spain,2010,male,55-74 years,635,4217377,15.06,0.865,1.43162E+12,32839,Silent
Spain,2010,male,35-54 years,971,7176013,13.53,0.865,1.43162E+12,32839,Generation X
Spain,2010,male,25-34 years,272,3734261,7.28,0.865,1.43162E+12,32839,Generation X
Spain,2010,female,75+ years,120,2436769,4.92,0.865,1.43162E+12,32839,Silent
Spain,2010,female,55-74 years,207,4648706,4.45,0.865,1.43162E+12,32839,Silent
Spain,2010,male,15-24 years,99,2455458,4.03,0.865,1.43162E+12,32839,Millenials
Spain,2010,female,35-54 years,281,7026589,4,0.865,1.43162E+12,32839,Generation X
Spain,2010,female,25-34 years,59,3550860,1.66,0.865,1.43162E+12,32839,Generation X
Spain,2010,female,15-24 years,23,2348349,0.98,0.865,1.43162E+12,32839,Millenials
Spain,2010,male,5-14 years,3,2285012,0.13,0.865,1.43162E+12,32839,Generation Z
Spain,2010,female,5-14 years,0,2161906,0,0.865,1.43162E+12,32839,Generation Z
Spain,2011,male,75+ years,514,1587724,32.37,0.87,1.48807E+12,34097,Silent
Spain,2011,male,55-74 years,603,4282522,14.08,0.87,1.48807E+12,34097,Boomers
Spain,2011,male,35-54 years,942,7264343,12.97,0.87,1.48807E+12,34097,Generation X
Spain,2011,male,25-34 years,282,3561829,7.92,0.87,1.48807E+12,34097,Millenials
Spain,2011,female,75+ years,133,2482153,5.36,0.87,1.48807E+12,34097,Silent
Spain,2011,female,55-74 years,230,4716571,4.88,0.87,1.48807E+12,34097,Boomers
Spain,2011,female,35-54 years,290,7123072,4.07,0.87,1.48807E+12,34097,Generation X
Spain,2011,male,15-24 years,93,2391304,3.89,0.87,1.48807E+12,34097,Millenials
Spain,2011,female,25-34 years,70,3430347,2.04,0.87,1.48807E+12,34097,Millenials
Spain,2011,female,15-24 years,21,2294452,0.92,0.87,1.48807E+12,34097,Millenials
Spain,2011,female,5-14 years,1,2190917,0.05,0.87,1.48807E+12,34097,Generation Z
Spain,2011,male,5-14 years,1,2317337,0.04,0.87,1.48807E+12,34097,Generation Z
Spain,2012,male,75+ years,571,1655129,34.5,0.873,1.33602E+12,30146,Silent
Spain,2012,male,55-74 years,695,4411118,15.76,0.873,1.33602E+12,30146,Boomers
Spain,2012,male,35-54 years,1016,7529797,13.49,0.873,1.33602E+12,30146,Generation X
Spain,2012,male,25-34 years,318,3431219,9.27,0.873,1.33602E+12,30146,Millenials
Spain,2012,female,75+ years,143,2583804,5.53,0.873,1.33602E+12,30146,Silent
Spain,2012,male,15-24 years,120,2380360,5.04,0.873,1.33602E+12,30146,Millenials
Spain,2012,female,55-74 years,230,4772892,4.82,0.873,1.33602E+12,30146,Boomers
Spain,2012,female,35-54 years,333,7311647,4.55,0.873,1.33602E+12,30146,Generation X
Spain,2012,female,25-34 years,74,3332672,2.22,0.873,1.33602E+12,30146,Millenials
Spain,2012,female,15-24 years,34,2275761,1.49,0.873,1.33602E+12,30146,Millenials
Spain,2012,male,5-14 years,4,2384853,0.17,0.873,1.33602E+12,30146,Generation Z
Spain,2012,female,5-14 years,1,2249607,0.04,0.873,1.33602E+12,30146,Generation Z
Spain,2013,male,75+ years,530,1676659,31.61,0.875,1.36185E+12,30792,Silent
Spain,2013,male,55-74 years,812,4513382,17.99,0.875,1.36185E+12,30792,Boomers
Spain,2013,male,35-54 years,1174,7548690,15.55,0.875,1.36185E+12,30792,Generation X
Spain,2013,male,25-34 years,260,3221833,8.07,0.875,1.36185E+12,30792,Millenials
Spain,2013,female,75+ years,173,2610418,6.63,0.875,1.36185E+12,30792,Silent
Spain,2013,female,55-74 years,287,4877060,5.88,0.875,1.36185E+12,30792,Boomers
Spain,2013,male,15-24 years,131,2330807,5.62,0.875,1.36185E+12,30792,Millenials
Spain,2013,female,35-54 years,373,7349605,5.08,0.875,1.36185E+12,30792,Generation X
Spain,2013,female,25-34 years,79,3167837,2.49,0.875,1.36185E+12,30792,Millenials
Spain,2013,female,15-24 years,45,2226350,2.02,0.875,1.36185E+12,30792,Millenials
Spain,2013,male,5-14 years,6,2422042,0.25,0.875,1.36185E+12,30792,Generation Z
Spain,2013,female,5-14 years,3,2282942,0.13,0.875,1.36185E+12,30792,Generation Z
Sweden,1990,male,75+ years,144,261500,55.07,0.816,2.58154E+11,32246,G.I. Generation
Sweden,1990,male,55-74 years,287,798100,35.96,0.816,2.58154E+11,32246,G.I. Generation
Sweden,1990,male,35-54 years,340,1174000,28.96,0.816,2.58154E+11,32246,Silent
Sweden,1990,male,25-34 years,157,606600,25.88,0.816,2.58154E+11,32246,Boomers
Sweden,1990,female,55-74 years,138,883800,15.61,0.816,2.58154E+11,32246,G.I. Generation
Sweden,1990,female,75+ years,63,422700,14.9,0.816,2.58154E+11,32246,G.I. Generation
Sweden,1990,male,15-24 years,88,600300,14.66,0.816,2.58154E+11,32246,Generation X
Sweden,1990,female,35-54 years,156,1130600,13.8,0.816,2.58154E+11,32246,Silent
Sweden,1990,female,25-34 years,63,574600,10.96,0.816,2.58154E+11,32246,Boomers
Sweden,1990,female,15-24 years,30,571400,5.25,0.816,2.58154E+11,32246,Generation X
Sweden,1990,male,5-14 years,4,503700,0.79,0.816,2.58154E+11,32246,Generation X
Sweden,1990,female,5-14 years,1,478400,0.21,0.816,2.58154E+11,32246,Generation X
Sweden,1991,male,75+ years,130,264600,49.13,0.818,2.70363E+11,33623,G.I. Generation
Sweden,1991,male,55-74 years,266,794100,33.5,0.818,2.70363E+11,33623,Silent
Sweden,1991,male,35-54 years,375,1189400,31.53,0.818,2.70363E+11,33623,Boomers
Sweden,1991,male,25-34 years,162,617400,26.24,0.818,2.70363E+11,33623,Boomers
Sweden,1991,male,15-24 years,100,590000,16.95,0.818,2.70363E+11,33623,Generation X
Sweden,1991,female,55-74 years,130,878300,14.8,0.818,2.70363E+11,33623,Silent
Sweden,1991,female,75+ years,62,429000,14.45,0.818,2.70363E+11,33623,G.I. Generation
Sweden,1991,female,35-54 years,162,1144900,14.15,0.818,2.70363E+11,33623,Boomers
Sweden,1991,female,25-34 years,62,584100,10.61,0.818,2.70363E+11,33623,Boomers
Sweden,1991,female,15-24 years,28,563000,4.97,0.818,2.70363E+11,33623,Generation X
Sweden,1991,female,5-14 years,3,480200,0.62,0.818,2.70363E+11,33623,Millenials
Sweden,1991,male,5-14 years,3,506100,0.59,0.818,2.70363E+11,33623,Millenials
Sweden,1992,male,75+ years,140,268100,52.22,0.821,2.80312E+11,34721,G.I. Generation
Sweden,1992,male,35-54 years,359,1202600,29.85,0.821,2.80312E+11,34721,Boomers
Sweden,1992,male,55-74 years,232,791400,29.32,0.821,2.80312E+11,34721,Silent
Sweden,1992,male,25-34 years,144,626200,23,0.821,2.80312E+11,34721,Boomers
Sweden,1992,female,55-74 years,129,874000,14.76,0.821,2.80312E+11,34721,Silent
Sweden,1992,female,75+ years,58,435000,13.33,0.821,2.80312E+11,34721,G.I. Generation
Sweden,1992,female,35-54 years,145,1157500,12.53,0.821,2.80312E+11,34721,Boomers
Sweden,1992,male,15-24 years,58,577600,10.04,0.821,2.80312E+11,34721,Generation X
Sweden,1992,female,25-34 years,50,592100,8.44,0.821,2.80312E+11,34721,Boomers
Sweden,1992,female,15-24 years,37,552200,6.7,0.821,2.80312E+11,34721,Generation X
Sweden,1992,male,5-14 years,3,511200,0.59,0.821,2.80312E+11,34721,Millenials
Sweden,1992,female,5-14 years,0,485300,0,0.821,2.80312E+11,34721,Millenials
Sweden,1993,male,75+ years,138,270600,51,0.84,2.09951E+11,25880,G.I. Generation
Sweden,1993,male,35-54 years,385,1214000,31.71,0.84,2.09951E+11,25880,Boomers
Sweden,1993,male,55-74 years,235,790900,29.71,0.84,2.09951E+11,25880,Silent
Sweden,1993,male,25-34 years,129,633400,20.37,0.84,2.09951E+11,25880,Boomers
Sweden,1993,female,75+ years,61,439800,13.87,0.84,2.09951E+11,25880,G.I. Generation
Sweden,1993,female,35-54 years,151,1169000,12.92,0.84,2.09951E+11,25880,Boomers
Sweden,1993,female,55-74 years,108,871200,12.4,0.84,2.09951E+11,25880,Silent
Sweden,1993,male,15-24 years,68,567200,11.99,0.84,2.09951E+11,25880,Generation X
Sweden,1993,female,25-34 years,61,599100,10.18,0.84,2.09951E+11,25880,Boomers
Sweden,1993,female,15-24 years,36,542600,6.63,0.84,2.09951E+11,25880,Generation X
Sweden,1993,male,5-14 years,1,520500,0.19,0.84,2.09951E+11,25880,Millenials
Sweden,1993,female,5-14 years,0,494200,0,0.84,2.09951E+11,25880,Millenials
